stock_code	stock_name	stock_name_en	market	target_sector	target_industry	target_business_model	confidence_score	confidence_level	ranker_model_version	financial_data_as_of	strength_titles	strength_icons	peer1_dimension	peer1_ticker	peer1_company_name	peer1_exchange	peer1_country	peer1_similarity_score	peer1_business_tags	peer1_sector	peer1_industry	peer1_business_model	peer1_scale_bucket	peer1_fiscal_year	peer1_market_cap_usd	peer1_revenue_usd	peer1_operating_income_usd	peer1_net_income_usd	peer1_financial_data_source	peer1_financial_similarity_score	peer2_dimension	peer2_ticker	peer2_company_name	peer2_exchange	peer2_country	peer2_similarity_score	peer2_business_tags	peer2_sector	peer2_industry	peer2_business_model	peer2_scale_bucket	peer2_fiscal_year	peer2_market_cap_usd	peer2_revenue_usd	peer2_operating_income_usd	peer2_net_income_usd	peer2_financial_data_source	peer2_financial_similarity_score	peer3_dimension	peer3_ticker	peer3_company_name	peer3_exchange	peer3_country	peer3_similarity_score	peer3_business_tags	peer3_sector	peer3_industry	peer3_business_model	peer3_scale_bucket	peer3_fiscal_year	peer3_market_cap_usd	peer3_revenue_usd	peer3_operating_income_usd	peer3_net_income_usd	peer3_financial_data_source	peer3_financial_similarity_score
272210	한화시스템	Hanhwasiseutem	KOSPI	Information Technology	Software	Aerospace and defense systems manufacturing	0.48	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Global Reach;Telecom Network;Aerospace Capability;Subsidiary Portfolio	global_business;telecommunications;industrial;ecosystem	overall_business	MSFT	Microsoft	NASDAQ_GLOBAL_SELECT	US	0.4405	software platform;cloud;artificial intelligence	Information Technology	Software	Enterprise software, cloud, and AI platform services	MEGA_CAP	2025	2732178284131.0	281724000000.0	128528000000.0	101832000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9991	operational_scale	WAB	Westinghouse Air Brake Technologies	NYSE	US	0.6585	software platform;aerospace	Information Technology	Software	Aerospace and defense systems manufacturing	LARGE_CAP	2025	45562609335.0	11167000000.0	1793000000.0	1183000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997	industrial	AIT	Applied Industrial Technologies	NYSE	US	0.5352	software platform;industrial machinery	Information Technology	Software	Platform software and recurring services	LARGE_CAP	2025	12456104508.0	4563424000.0	498529000.0	392988000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998
278470	에이피알	Eipial	KOSPI	Consumer Staples	Household and Personal Products	Branded consumer products and distribution	0.6572	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Subsidiary Portfolio;Consumer Brand Portfolio;Household And Personal Products;Branded Consumer Products	ecosystem;commerce;global_business;commerce	overall_business	ULTA	Ulta Beauty	NASDAQ_GLOBAL_SELECT	US	0.6572	consumer brands	Consumer Staples	Household and Personal Products	Branded consumer products and distribution	LARGE_CAP	2025	19809474509.0	12392820000.0	1532992000.0	1153479000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997	operational_scale	ELF	e.l.f. Beauty	NYSE	US	0.6259	consumer brands	Consumer Staples	Household and Personal Products	Branded consumer products and distribution	MID_CAP	2025	4096938255.0	216339000.0	149678000.0	52977000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9997	industrial	SBH	Sally Beauty Holdings, . (Name to be changed from Sally Holdings, .)	NYSE	US	0.5856	consumer brands	Consumer Staples	Household and Personal Products	Branded consumer products and distribution	SMALL_CAP	2025	1348121907.0	3701424000.0	327810000.0	195878000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9991
298040	효성중공업	Hyoseongjunggongeop	KOSPI	Industrials	Electrical Equipment	Electrical equipment and components manufacturing	0.6285	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Energy Infrastructure;Power Grid;Subsidiary Portfolio;Global Reach	energy;energy;ecosystem;global_business	overall_business	AEP	American Electric Power	NASDAQ_GLOBAL_SELECT	US	0.6285	electrical equipment;energy	Industrials	Electrical Equipment	Electrical equipment and components manufacturing	LARGE_CAP	2025	74659371966.0	21876000000.0	5319000000.0	3696000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	energy	PCG	Pacific Gas & Electric	NYSE	US	0.6252	electrical equipment;energy	Industrials	Electrical Equipment	Electrical equipment and components manufacturing	LARGE_CAP	2025	46350052060.0	24935000000.0	4749000000.0	2703000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9998	operational_scale	EMR	Emerson Electric	NYSE	US	0.6309	electrical equipment	Industrials	Electrical Equipment	Electrical equipment and components manufacturing	LARGE_CAP	2025	80004684000.0	4175000000.0		2246000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9416
316140	우리금융지주	Urigeumyung Holdings	KOSPI	Financials	Banks	Banking, spread income, fees, and capital-market services	0.5505	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Banking Network;Insurance Services;Capital Markets;Subsidiary Portfolio	financial_services;financial_services;financial_services;ecosystem	overall_business	C	Citigroup	NYSE	US	0.5505	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	244827044005.0	85225000000.0		14452000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.836	financial_services	JPM	JP Morgan Chase &	NYSE	US	0.5081	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	885417752964.0	182447000000.0		49552000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8382	operational_scale	BAC	Bank of America	NYSE	US	0.5128	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	413128024748.0	113097000000.0		30509000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.8375
323410	카카오뱅크	Kakaobaengkeu	KOSPI	Financials	Banks	Banking, spread income, fees, and capital-market services	0.52	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Banking Network;Capital Markets;Payments and Cards;Global Reach	financial_services;financial_services;payments;global_business	overall_business	JPM	JP Morgan Chase &	NYSE	US	0.5117	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	885417752964.0	182447000000.0		49552000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9398	financial_services	C	Citigroup	NYSE	US	0.5417	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	244827044005.0	85225000000.0		14452000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9398	operational_scale	BAC	Bank of America	NYSE	US	0.5163	banking;financials	Financials	Banks	Banking, spread income, fees, and capital-market services	MEGA_CAP	2025	413128024748.0	113097000000.0		30509000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9398
329180	HD현대중공업	HD Hyeondaejunggongeop	KOSPI	Industrials	Shipbuilding	Shipbuilding, marine engineering, and offshore plant construction	0.62	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Industrial Solutions;Energy Infrastructure;Biomanufacturing Scale;LNG Infrastructure	industrial;energy;biotechnology;energy	overall_business	GD	General Dynamics	NYSE	US	0.5891	shipbuilding;aerospace	Industrials	Shipbuilding	Defense shipbuilding, marine systems, and aerospace manufacturing	LARGE_CAP	2025	94201651340.0	52550000000.0	5356000000.0	4210000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999	industrial	BWXT	BWX Technologies	NYSE	US	0.5348	shipbuilding;aerospace	Industrials	Shipbuilding	Naval nuclear propulsion equipment manufacturing and services	LARGE_CAP	2025	17677046525.0	682258000.0	96630000.0	329861000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9994	operational_scale	HII	Huntington Ingalls Industries	NYSE	US	0.538	shipbuilding;aerospace	Industrials	Shipbuilding	Naval shipbuilding and defense technology services	LARGE_CAP	2025	10977174399.0	12484000000.0	657000000.0	605000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9999
352820	하이브	HYBE	KOSPI	Communication Services	Media and Entertainment	Content production, distribution, and advertising	0.5139	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Content Portfolio;Commerce Ecosystem;Global Reach;Media and Content	media;commerce;global_business;media	overall_business	DIS	Walt Disney (The)	NYSE	US	0.5139	media entertainment;content	Communication Services	Media and Entertainment	Global media content and entertainment ecosystem	LARGE_CAP	2025	171584693805.0	94425000000.0	17551000000.0	13431000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.775	media	NFLX	Netflix	NASDAQ_GLOBAL_SELECT	US	0.5006	media entertainment;software platform	Communication Services	Media and Entertainment	Subscription streaming and global content distribution	MEGA_CAP	2025	311607512669.0	45183036000.0	13326603000.0	5407990000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.7811	operational_scale	CZR	Caesars Entertainment	NASDAQ_GLOBAL_SELECT	US	0.6074	media entertainment	Communication Services	Media and Entertainment	Content production, distribution, and advertising	MID_CAP	2025	6083829899.0	11486000000.0	1858000000.0	-437000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9986
373220	LG에너지솔루션	LG Energy Solution	KOSPI	Industrials	Battery and Energy Storage	Battery manufacturing and energy storage supply chain	0.6728	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Battery Technology;Subsidiary Portfolio;Industrial Solutions;Cloud Infrastructure	battery;ecosystem;industrial;software_platform	overall_business	TSLA	Tesla	NASDAQ_GLOBAL_SELECT	US	0.6728	battery;automotive	Industrials	Battery and Energy Storage	Battery manufacturing and energy storage supply chain	MEGA_CAP	2025	1548447394775.0	94827000000.0	4355000000.0	3855000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.9993	battery	QS	QuantumScape	NASDAQ_GLOBAL_SELECT	US	0.5371	battery	Industrials	Battery and Energy Storage	Battery manufacturing and energy storage supply chain	MID_CAP	2025	4662799676.0		-472604000.0	-435050000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.4322	industrial	ELBM	Electra Battery Materials	NASDAQ_CAPITAL	US	0.5259	battery;materials	Industrials	Battery and Energy Storage	Battery manufacturing and energy storage supply chain	MICRO_CAP		55095428.0				NASDAQ_SUMMARY_MARKET_CAP	0.7842
402340	SK스퀘어	SK Seukweeo	KOSPI	Information Technology	Semiconductors	Semiconductor manufacturing or supply chain	0.46	MEDIUM	global-peer-dynamic-similarity-20260721034730	2025-12-31	Mobility Portfolio;Commerce Ecosystem;Subsidiary Portfolio;Semiconductor Capability	automotive;commerce;ecosystem;semiconductor	overall_business	INTC	Intel	NASDAQ_GLOBAL_SELECT	US	0.3929	semiconductors;foundry	Information Technology	Semiconductors	Integrated semiconductor design and manufacturing	MEGA_CAP	2025	658355740000.0	52853000000.0	-2214000000.0	26000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	operational_scale	MU	Micron Technology	NASDAQ_GLOBAL_SELECT	US	0.4351	semiconductors;memory chips	Information Technology	Semiconductors	Memory semiconductor manufacturing	MEGA_CAP	2025	1288603703496.0	37378000000.0	9770000000.0	8539000000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54	industrial	ON	ON Semiconductor	NASDAQ_GLOBAL_SELECT	US	0.5102	semiconductors	Information Technology	Semiconductors	Semiconductor manufacturing or supply chain	LARGE_CAP	2025	34765732074.0	5995400000.0	84200000.0	123600000.0	SEC_COMPANYFACTS+NASDAQ_SUMMARY_MARKET_CAP	0.54

